miRNA	GSM1439481	GSM1439482	GSM1439483	GSM1439484	GSM1439485	GSM1439486	GSM1439487	GSM1439488	GSM1439489	GSM1439490	GSM1439491	GSM1439492	GSM1439493	GSM1439494	GSM1439495	GSM1439496	GSM1439497	GSM1439498	GSM1439499	GSM1439500	GSM1439501	GSM1439502	GSM1439503	GSM1439504
hsa-mir-128-1-5p	0	3.87	12.07	0	0	0	9.08	16.44	0	0	0	0	6.55	8.11	2.44	10.03	0	17.79	9.33	10.19	9.3	0	0	5.67
hsa-mir-128-2-3p	302.04	544.31	270.67	333.81	539.36	343.41	381.48	356.83	314.73	222.17	212.26	292.05	193.19	470.18	109.99	303.47	937.86	209.02	169.17	129.96	241.8	182.62	827.1	391.51
hsa-mir-128-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1283-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1283-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1284	0	0	14.09	0	0	0	3.03	0	0	0	0	10.07	3.27	0	0.81	0	0	0	0	0	0	10.74	0	0
hsa-mir-1285-1-3p	40.57	32.93	34.21	27.47	34.8	15.97	18.17	27.95	8.28	31.74	28.68	10.07	21.28	24.32	9.78	37.62	0	17.79	19.83	7.64	18.6	21.49	0	17.02
hsa-mir-1285-1-5p	0	0	0	0	0	0	1.51	6.58	8.28	3.53	0	0	0	4.05	17.52	5.02	0	0	4.67	0	0	0	236.31	0
hsa-mir-1285-2-3p	31.56	32.93	32.2	27.47	34.8	15.97	18.17	27.95	8.28	31.74	28.68	10.07	18.01	20.27	9.78	37.62	0	17.79	19.83	7.64	18.6	21.49	0	17.02
hsa-mir-1286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1287-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1287-5p	9.02	3.87	6.04	2.75	0	0	9.08	3.29	0	3.53	0	0	3.27	0	0.81	5.02	0	0	2.33	0	0	0	0	0
hsa-mir-1288-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63	0	0	0	0	0	0	0	0	0
hsa-mir-1288-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1289-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1289-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03	0.41	0	0	0	0	0	0	0	0	0
hsa-mir-129-2-3p	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-129-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2.03	0.41	0	0	0	0	0	0	0	0	0
hsa-mir-1290	0	0	0	0	0	0	0	3.29	0	0	0	0	0.82	0	0.41	0	0	0	0	1.27	0	0	0	0
hsa-mir-1291	0	0	0	0	0	0	0	6.58	0	0	0	0	19.65	0	4.89	0	0	0	4.67	0	9.3	0	0	5.67
hsa-mir-1292-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1292-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-1293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1294	0	7.75	2.01	0	0	15.97	0	0	0	0	0	0	6.55	0	1.63	0	0	0	0	0	0	21.49	0	0
hsa-mir-1295a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33	0	0	0	0	0
hsa-mir-1295b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0
hsa-mir-1295b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	0
hsa-mir-1296-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1296-5p	0	3.87	0	8.24	0	0	1.51	0	0	0	0	0	6.55	4.05	1.63	0	0	0	2.33	0	9.3	32.23	0	0
hsa-mir-1297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1298-3p	0	0	0	0	0	0	0	3.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1298-5p	0	0	0	2.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1299	0	0	0	0	0	0	9.08	19.73	0	10.58	11.47	0	0	0	3.26	5.02	0	0	105	101.93	0	0	0	0
hsa-mir-1301-3p	9.02	3.87	2.01	4.12	17.4	0	2.27	3.29	0	10.58	0	0	6.55	4.05	6.11	2.51	0	0	8.17	14.02	9.3	10.74	0	22.7
hsa-mir-1301-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1302-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1303	0	0	0	2.75	0	0	6.06	0	0	0	0	10.07	9.82	0	1.63	5.02	37.51	0	14	0	0	0	0	0
hsa-mir-1304-3p	36.06	123.97	60.37	46.71	34.8	47.92	28.76	24.67	24.85	7.05	11.47	70.5	26.2	60.8	4.48	40.13	0	8.89	1.17	40.77	18.6	118.17	0	85.11
hsa-mir-1304-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.74	0	0
hsa-mir-1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1306-3p	0	7.75	4.02	0	0	0	0	0	24.85	3.53	0	0	0	0	0	0	0	0	2.33	2.55	0	0	0	0
hsa-mir-1306-5p	4.51	3.87	4.02	0	0	0	0	6.58	0	0	11.47	0	3.27	4.05	0	0	0	0	0	0	0	0	0	5.67
hsa-mir-1307-3p	121.72	100.73	40.25	43.96	69.6	63.89	43.9	32.89	82.82	38.79	80.31	20.14	68.76	68.91	42.37	140.45	225.09	44.47	58.33	94.29	83.7	64.46	0	107.81
hsa-mir-1307-5p	1316.33	503.63	1567.68	486.29	539.36	702.8	2982.21	1789.08	588.04	338.55	344.2	1601.25	664.71	1159.24	829.41	3210.29	1725.66	1049.53	1246.02	494.36	1832.09	902.37	0	680.88
hsa-mir-130a-3p	1027.82	1199.04	1116.9	1100.34	765.55	926.42	4966.05	6217.39	2840.81	1904.35	1480.05	1460.26	2450.92	2419.82	4606.98	2773.89	1012.89	925.01	5979.26	2850.22	10229.97	4651.5	1654.19	1656.81
hsa-mir-130a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-130b-3p	342.61	462.96	450.78	295.35	365.38	559.05	379.21	705.44	380.98	419.66	298.31	644.53	983.97	1143.03	2547.3	2839.1	487.69	489.19	2049.87	796.33	2901.59	1385.78	472.63	765.99
hsa-mir-130b-5p	9.02	73.61	24.15	16.48	0	31.95	3.03	3.29	0	0	11.47	30.21	19.65	32.43	4.07	0	0	26.68	16.33	50.97	18.6	32.23	236.31	62.41
hsa-mir-132-3p	31.56	11.62	28.17	13.74	0	63.89	31.79	26.31	16.56	14.11	0	70.5	19.65	40.53	16.29	260.84	0	17.79	9.33	28.03	9.3	32.23	0	11.35
hsa-mir-132-5p	0	0	0	0	0	0	0	0	0	3.53	0	0	0	12.16	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-1321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1323	4.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.03	0	0	0	0	0	0	0	0
hsa-mir-1324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-133a-1-3p	2.25	15.5	3.02	9.62	0	0	17.41	9.87	4.14	3.53	0	55.39	1.64	34.45	16.97	12.54	0	0	1.17	5.1	9.3	21.49	236.31	17.02
hsa-mir-133a-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-133a-2-3p	2.25	15.5	3.02	9.62	0	0	17.41	9.87	4.14	3.53	0	55.39	1.64	34.45	16.97	12.54	0	0	1.17	5.1	9.3	21.49	236.31	17.02
hsa-mir-133a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-133b	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.27	0	0	0	0	0	0	0	0	0
hsa-mir-134-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-134-5p	13.52	54.24	0	24.73	52.2	15.97	13.62	16.44	0	0	0	0	22.92	4.05	8.96	0	75.03	0	11.67	89.19	0	10.74	0	22.7
hsa-mir-1343-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-1343-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135a-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135a-1-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135a-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-135b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-136-3p	81.14	278.94	46.29	93.41	52.2	15.97	157.44	6.58	0	3.53	11.47	10.07	39.29	36.48	6.52	35.11	0	8.89	21	129.96	27.9	107.43	0	90.78
hsa-mir-136-5p	4.51	0	10.06	2.75	0	15.97	13.62	3.29	0	3.53	0	0	3.27	4.05	4.89	15.05	0	0	9.33	12.74	0	0	236.31	0
hsa-mir-137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-138-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	6.55	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-138-1-5p	0	0	1.01	0	0	0	0	0	0	0	0	0	0	0	0.41	0	0	0	1.17	0	0	0	0	0
hsa-mir-138-2-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-138-2-5p	0	0	1.01	0	0	0	0	0	0	0	0	0	3.27	0	0.41	0	0	0	1.17	0	0	0	0	0
hsa-mir-139-3p	0	0	0	5.49	0	0	1.51	0	0	0	0	10.07	0	0	0	5.02	0	0	2.33	15.29	0	0	0	0
hsa-mir-139-5p	27.05	11.62	24.15	5.49	0	0	19.68	23.02	16.56	10.58	0	60.42	13.1	28.37	3.26	5.02	0	0	56	96.83	9.3	10.74	236.31	11.35
hsa-mir-140-3p	1244.21	2068.77	887.48	1030.28	1235.32	1485.47	538.92	1114.89	612.89	627.73	653.98	1389.77	759.67	1203.83	207.76	1033.31	375.14	489.19	359.34	1271.58	585.9	1579.15	236.31	1497.94
hsa-mir-140-5p	13.52	19.37	4.02	10.99	34.8	0	0	9.87	16.56	0	0	10.07	0	4.05	4.89	0	0	0	0	10.19	0	10.74	0	5.67
hsa-mir-141-3p	36.06	46.49	1400.65	30.22	121.79	63.89	42.39	3.29	16.56	0	11.47	70.5	22.92	44.59	34.22	130.42	0	44.47	11.67	313.44	18.6	64.46	0	22.7
hsa-mir-141-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-142-3p	284	391.28	360.22	170.34	52.2	191.67	51.47	167.73	132.52	116.38	103.26	120.85	98.23	162.13	46.44	451.45	0	80.05	107.34	231.89	139.5	257.82	0	232.63
hsa-mir-142-5p	7411.13	13047.99	9699.89	9725.89	18634.19	10909.39	4155.41	10820	7354.65	8957.51	6585.67	9607.52	5474.87	12176.1	1159.38	8878.46	2438.43	7302.26	4802.08	14759.48	7635.27	12515.01	13706.18	13396.33
hsa-mir-143-3p	608.58	3006.31	2306.24	629.16	1948.67	1597.28	1955.84	3374.26	1341.73	571.31	826.08	6052.53	687.63	2245.53	1438.03	5001.03	1012.89	444.72	1458.36	3931.95	1320.6	1783.26	2599.45	2666.78
hsa-mir-143-5p	0	3.87	2.01	0	0	0	0	0	0	0	11.47	0	3.27	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-144-3p	2123.26	658.6	1414.73	747.3	1635.49	479.18	302.76	509.76	405.83	962.76	447.46	553.89	363.46	725.54	35.85	531.7	750.29	222.36	144.67	211.5	195.3	257.82	0	414.2
hsa-mir-144-5p	1199.13	557.87	1636.1	708.84	1043.93	718.77	239.18	430.83	314.73	1033.29	413.04	533.75	461.7	721.49	67.62	396.27	187.57	444.72	214.67	170.73	316.2	741.23	0	629.81
hsa-mir-145-3p	9.02	19.37	48.3	8.24	34.8	47.92	116.56	78.93	24.85	10.58	11.47	110.78	29.47	20.27	12.22	10.03	75.03	17.79	7	15.29	46.5	32.23	0	11.35
hsa-mir-145-5p	13.52	23.24	42.26	10.99	0	15.97	60.55	46.04	33.13	10.58	34.42	433.04	3.27	4.05	13.04	25.08	37.51	0	0	10.19	0	0	0	28.37
hsa-mir-1468-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1468-5p	22.54	11.62	18.11	16.48	0	0	113.54	42.75	16.56	7.05	11.47	20.14	26.2	20.27	32.59	30.1	75.03	142.31	21	48.42	27.9	64.46	0	56.74
hsa-mir-1469	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-146a-3p	0	0	0	2.75	0	0	4.54	3.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-146a-5p	1546.24	1929.31	1390.59	857.2	574.16	559.05	728.14	184.17	66.26	119.9	252.41	594.18	530.46	458.02	341.38	943.02	37.51	177.89	210	12090.18	864.9	966.83	1417.88	1358.92
hsa-mir-146b-3p	18.03	38.74	22.14	27.47	69.6	15.97	105.97	26.31	0	3.53	11.47	40.28	39.29	24.32	80.66	566.82	112.54	35.58	25.67	142.7	27.9	10.74	236.31	11.35
hsa-mir-146b-5p	148.76	286.68	128.8	109.9	104.39	111.81	45.41	59.2	33.13	116.38	68.84	473.33	216.11	174.29	174.36	897.88	37.51	142.31	245	4098.86	176.7	225.59	236.31	275.19
hsa-mir-1470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-147a	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-147b	0	0	0	0	0	0	0	3.29	0	0	0	0	0	0	0.81	0	0	0	0	0	0	0	0	5.67
hsa-mir-148a-3p	5166.16	6324.48	5519.08	3482.36	2923.01	6772.45	45601.5	17288.98	4281.93	2547.95	2960.11	7230.81	7989.1	10923.63	16139.71	16989.46	16206.18	6546.24	7805.13	6114.53	18283.74	17295.43	10397.79	15246.05
hsa-mir-148a-5p	54.1	69.73	18.11	46.71	17.4	47.92	196.8	101.95	33.13	17.63	22.95	171.2	65.49	113.49	44	145.47	112.54	115.63	70	71.35	102.3	128.91	0	130.5
hsa-mir-148b-3p	464.32	1148.67	451.79	413.49	243.58	495.16	211.43	144.71	132.52	111.09	183.57	312.19	287.61	344.53	56.62	225.72	112.54	240.15	180.84	765.75	669.6	784.2	0	981.6
hsa-mir-148b-5p	9.02	38.74	22.14	5.49	0	31.95	6.06	6.58	0	10.58	0	20.14	19.65	20.27	4.07	0	0	0	7	20.39	18.6	10.74	0	28.37
hsa-mir-149-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-149-5p	0	0	0	0	0	0	0	0	0	0	0	10.07	0	0	0.81	0	0	8.89	0	0	0	0	0	0
hsa-mir-150-3p	18.03	7.75	16.1	16.48	69.6	15.97	6.06	9.87	0	14.11	0	20.14	3.27	40.53	3.26	20.06	0	8.89	7	170.73	18.6	10.74	472.63	45.39
hsa-mir-150-5p	509.4	1030.51	873.39	708.84	1531.1	878.5	65.09	388.07	1109.82	754.69	791.66	1802.67	530.46	1130.87	324.27	1033.31	150.06	1076.22	1416.36	2005.47	1023	1632.86	2599.45	919.19
hsa-mir-151a-3p	3565.82	6477.51	3958.44	2618.3	2035.67	2459.8	2039.1	924.14	803.38	941.6	1170.28	2195.43	1414.56	1909.1	1477.95	3039.74	1725.66	1236.31	2244.7	9612.01	2985.29	3824.33	3072.08	5787.49
hsa-mir-151a-5p	1007.54	1919.62	910.62	824.23	608.96	798.64	231.61	159.5	227.76	366.76	267.71	871.12	704.01	768.1	369.08	704.76	506.44	569.24	576.34	2752.11	1339.2	1487.84	945.25	1327.72
hsa-mir-151b	83.4	98.79	41.25	43.96	17.4	31.95	83.26	31.24	12.42	45.85	61.19	65.46	42.57	54.72	92.07	62.7	168.81	44.47	60.67	84.09	83.7	37.6	0	102.13
hsa-mir-152-3p	27.05	58.11	38.24	30.22	121.79	15.97	268.95	75.64	57.98	14.11	0	10.07	82.95	77.01	108.36	70.23	375.14	124.52	64.17	30.58	111.6	107.43	0	45.39
hsa-mir-152-5p	0	0	0	0	0	0	0	0	0	0	0	10.07	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-153-1-3p	0	0	0	1.37	0	0	0	0	0	0	5.74	0	0	0	0	2.51	0	0	0	0	0	0	0	0
hsa-mir-153-2-3p	0	0	0	1.37	0	0	0	0	0	0	5.74	0	0	0	0	2.51	0	0	0	0	0	0	0	0
hsa-mir-153-2-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1537-3p	0	0	0	0	0	0	0	3.29	8.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1537-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1538	0	0	2.01	5.49	0	0	0	3.29	0	0	0	10.07	0	4.05	0	0	37.51	0	2.33	5.1	0	0	0	5.67
hsa-mir-1539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-154-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-154-5p	0	0	0	5.49	0	0	0	3.29	0	0	0	0	0	0	0	5.02	0	0	2.33	0	0	0	0	5.67
hsa-mir-155-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-155-5p	13.52	58.11	68.42	19.23	0	15.97	12.11	29.6	16.56	35.27	11.47	40.28	19.65	48.64	26.07	100.32	0	44.47	128.34	186.02	93	85.94	0	73.76
hsa-mir-1587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-15a-3p	0	0	0	0	0	0	0	0	0	3.53	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-15a-5p	10544.19	7513.83	7871.6	8521.14	10230.54	8225.97	8332.01	10456.59	5648.5	10209.44	9155.68	5292.19	4946.05	10621.66	2005.5	6277.62	13430.12	5781.32	6380.6	5081.21	4519.78	4855.61	6144.15	3727.82
hsa-mir-15b-3p	90.16	120.1	110.68	109.9	173.99	47.92	75.69	75.64	74.54	63.48	22.95	90.64	49.12	36.48	5.7	45.14	37.51	62.26	14	50.97	18.6	96.68	0	28.37
hsa-mir-15b-5p	166.8	300.24	216.34	155.23	121.79	175.7	83.26	212.12	91.1	211.59	103.26	196.38	96.6	200.64	16.7	137.94	337.63	35.58	54.83	163.09	176.7	118.17	0	187.24
hsa-mir-16-1-3p	0	0	0	0	0	0	0	0	8.28	0	0	0	0	0	0	0	0	0	0	2.55	0	0	0	0
hsa-mir-16-1-5p	23477.61	25326.97	19500.06	26751.68	20904.74	24781.72	13293.52	19206.32	14990.89	24705.44	17632.53	9275.18	13110.88	22053.99	2846.31	21646.89	8553.26	7231.1	2966.88	9024.63	8946.57	16076.15	6498.62	11123.89
hsa-mir-16-2-3p	1352.4	1154.48	879.43	1516.58	1426.71	942.39	847.73	878.1	670.86	1290.73	975.23	503.54	533.73	782.29	157.25	782.51	937.86	578.13	389.67	440.85	372	644.55	236.31	487.96
hsa-mir-16-2-5p	23500.15	25354.09	19520.19	26787.4	20922.14	24813.67	13299.58	19226.06	15007.45	24730.12	17701.37	9285.25	13114.16	22086.41	2847.94	21666.95	8553.26	7240	2973.88	9019.54	8955.87	16097.64	6498.62	11135.24
hsa-mir-17-3p	36.06	34.87	30.19	16.48	0	0	28.76	39.47	24.85	31.74	0	20.14	16.37	16.21	6.52	20.06	37.51	0	18.67	20.39	18.6	0	0	39.72
hsa-mir-17-5p	144.26	273.12	96.6	97.53	86.99	79.86	18.17	32.89	74.54	70.53	80.31	181.27	45.84	117.55	15.48	65.21	0	8.89	42	104.48	158.1	64.46	0	238.31
hsa-mir-181a-1-3p	31.56	85.23	60.37	24.73	52.2	111.81	56.01	54.26	8.28	38.79	34.42	90.64	16.37	28.37	35.03	120.39	0	62.26	58.33	124.86	18.6	32.23	0	79.44
hsa-mir-181a-1-5p	3793.47	7456.69	6471.96	2491.91	5002.17	5406.78	5502.32	5729.01	3909.23	3528.34	2856.85	11359.83	2010.51	4174.9	2231.79	8085.92	1688.14	4095.85	4529.07	12361.57	3992.01	5290.68	5198.9	4525.02
hsa-mir-181a-2-3p	45.08	81.36	48.3	49.45	121.79	31.95	68.12	49.33	16.56	52.9	34.42	10.07	32.74	89.17	51.33	30.1	75.03	71.15	102.67	163.09	74.4	85.94	472.63	102.13
hsa-mir-181a-2-5p	3793.47	7456.69	6471.96	2491.91	5002.17	5406.78	5502.32	5729.01	3909.23	3528.34	2856.85	11359.83	2010.51	4174.9	2231.79	8085.92	1688.14	4095.85	4529.07	12361.57	3992.01	5290.68	5198.9	4525.02
hsa-mir-181b-1-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-181b-1-5p	132.99	210.17	269.66	89.29	252.28	143.75	305.41	287.77	165.65	123.43	109	438.08	85.14	212.8	165.19	596.91	56.27	177.89	217	654.9	169.72	187.99	472.63	229.8
hsa-mir-181b-2-5p	132.99	214.04	271.68	89.29	252.28	143.75	305.41	287.77	165.65	137.54	109	448.15	85.14	212.8	165.19	601.93	56.27	186.78	226.34	657.45	169.72	198.74	472.63	232.63
hsa-mir-181c-3p	45.08	92.98	26.16	21.98	17.4	15.97	10.6	18.09	16.56	3.53	22.95	50.35	3.27	24.32	12.22	15.05	0	8.89	14	56.06	18.6	53.71	0	34.04
hsa-mir-181c-5p	121.72	182.08	213.32	101.65	121.79	95.84	83.26	128.26	74.54	52.9	45.89	292.05	94.96	198.61	56.22	311	37.51	62.26	46.67	186.02	74.4	150.4	236.31	158.87
hsa-mir-181d-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-181d-5p	27.05	42.62	16.1	5.49	0	0	3.03	13.16	16.56	0	0	30.21	3.27	0	8.96	20.06	0	26.68	7	53.51	0	32.23	0	19.86
hsa-mir-182-3p	0	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-182-5p	1960.98	991.77	3022.66	1750.11	1322.31	1932.7	481.39	1105.02	1151.23	2249.96	1227.64	2004.08	736.75	1070.07	98.58	586.88	787.8	1076.22	471.34	1080.46	753.3	1160.19	708.94	1350.41
hsa-mir-1825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-1827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-mir-183-3p	0	0	0	0	0	0	0	3.29	0	0	0	0	3.27	0	0	0	0	8.89	0	0	0	10.74	0	0
hsa-mir-183-5p	85.65	42.62	94.58	87.92	104.39	63.89	43.9	72.35	91.1	88.16	45.89	50.35	32.74	28.37	5.7	35.11	112.54	8.89	18.67	58.61	0	21.49	236.31	28.37
hsa-mir-184	0	0	0	0	0	0	0	6.58	0	0	22.95	0	6.55	166.19	0	0	0	0	0	0	0	0	0	5.67
hsa-mir-185-3p	27.05	11.62	16.1	24.73	0	15.97	4.54	16.44	8.28	0	22.95	10.07	0	4.05	3.26	5.02	0	8.89	7	10.19	0	10.74	0	17.02
hsa-mir-185-5p	18.03	7.75	12.07	8.24	17.4	0	9.08	16.44	16.56	24.69	0	10.07	3.27	4.05	3.26	10.03	0	0	4.67	5.1	0	10.74	0	0
hsa-mir-186-3p	4.51	0	2.01	0	0	0	0	0	0	0	0	0	0	0	0	5.02	0	0	0	0	0	0	0	0
hsa-mir-186-5p	4142.84	4106.55	4471.61	3816.17	1304.92	3961.24	3513.55	3923.48	2584.06	3304.4	2283.18	2960.81	2534.42	3607.43	1250.63	5291.96	525.2	1761.08	879.68	3626.16	2213.39	3609.48	236.31	3937.76
