miRNA,GSM7886764,GSM7886765,GSM7886766,GSM7886767,GSM7886768,GSM7886769,GSM7886770,GSM7886771,GSM7886772,GSM7886773,GSM7886774,GSM7886775,GSM7886776,GSM7886777,GSM7886778
hsa-miR-1292-3p,0.1,0.1,0.1,0.1,0.1,2.02428,2.10671,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1292-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1293,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1294,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1295a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1295b-3p,0.1,0.1,0.1,0.1,0.1,3.92659,0.1,4.76507,6.37024,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1295b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1296-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1296-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1297,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1298-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1298-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1299,0.1,0.1,0.1,0.1,1.79645,5.73244,4.55937,0.1,5.78383,4.8983,0.1,0.1,0.1,1.81774,1.93467
hsa-miR-1301-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1301-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1302,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1303,0.1,0.1,0.1,0.1,0.1,1.98127,2.29366,2.00934,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1304-3p,9.24423,12.83961,8.40837,13.45804,14.0997,14.28072,14.42905,12.87815,14.9269,14.16692,13.72108,12.24722,11.92564,10.93973,12.91425
hsa-miR-1304-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1305,4.61094,9.37545,0.1,16.12872,12.9209,18.53867,28.0344,23.2841,35.0181,14.92027,16.64738,19.62728,14.07075,9.84486,24.4712
hsa-miR-1306-3p,3.11487,32.5646,0.1,11.49314,21.3129,23.5818,19.41683,20.15909,34.5922,15.69394,21.40483,15.94853,18.24483,4.89033,9.68126
hsa-miR-1306-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1307-3p,3.24762,0.1,0.1,3.56698,5.9888,8.28112,7.35023,9.95649,2.86332,5.92103,5.39163,3.59887,2.33387,4.53657,7.30609
hsa-miR-1307-5p,6.24727,7.28595,0.1,15.06257,10.18125,19.14328,29.1092,20.12496,9.30482,11.4036,21.83636,14.47101,9.92293,10.92848,15.65897
hsa-miR-130a-3p,0.1,3.29613,0.1,28.53088,4.74574,0.1,0.1,0.1,3.68336,6.7589,9.31427,8.01419,2.7694,11.30351,0.1
hsa-miR-130a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-130b-3p,0.1,0.1,0.1,4.90583,0.1,1.63038,0.1,0.1,3.16392,2.65048,4.5135,0.1,0.1,3.51862,0.1
hsa-miR-130b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-132-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-132-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1321,0.1,0.1,0.1,0.1,0.1,1.93579,0.1,0.1,0.1,0.1,1.67774,0.1,0.1,0.1,0.1
hsa-miR-1322,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1323,0.1,0.1,0.1,0.1,4.18212,8.68719,8.56113,6.32897,6.90046,6.40631,5.0221,0.1,0.1,0.1,0.1
hsa-miR-1324,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-133a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.95999,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-133a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-133b,0.1,1.87884,0.1,1.98806,0.1,0.1,0.1,0.1,1.92807,0.1,1.72431,0.1,0.1,0.1,0.1
hsa-miR-134-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-134-5p,35.0292,36.9694,0.1,68.2454,76.5179,199.5243,153.6993,249.095,346.245,181.3479,83.2692,88.5678,95.7782,79.7915,105.9091
hsa-miR-1343-3p,1.46747,0.1,0.1,0.1,1.71161,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1343-5p,6.68016,7.17779,0.1,10.46927,10.50167,43.201,38.6585,77.247,122.6927,71.5014,13.57748,15.37276,17.78754,15.5927,15.46389
hsa-miR-135a-3p,13.91137,16.07204,1.810172,27.39597,19.16533,56.82816,69.80783,83.19497,152.01487,87.47599,34.90902,33.78389,34.89514,34.30871,34.72166
hsa-miR-135a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-135b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-135b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-136-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-136-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-137,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-138-1-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,5.95433,4.58424,0.1,0.1,0.1,0.1,0.1
hsa-miR-138-2-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-138-5p,0.1,0.1,0.1,0.1,0.1,1.662,1.78903,3.82373,5.2985,0.1,1.8335,0.1,1.79367,0.1,0.1
hsa-miR-139-3p,7.82736,9.86151,0.1,21.25813,13.64238,28.26578,26.39928,21.85251,23.99615,23.87291,26.05387,12.4047,10.9208,14.3465,14.6623
hsa-miR-139-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-140-3p,0.1,3.04732,0.1,8.59791,2.47115,3.21954,0.1,7.35072,5.37749,5.34537,8.27832,4.4909,7.56905,10.52016,4.54567
hsa-miR-140-5p,0.1,0.1,0.1,2.00938,0.1,0.1,0.1,0.1,1.83319,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-141-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-141-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-142-3p,0.1,2.00193,0.1,13.18495,2.42706,0.1,0.1,10.49964,26.71814,3.06118,3.20756,3.47185,2.41514,8.51344,2.38512
hsa-miR-142-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-143-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-143-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-144-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-144-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.26062,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-145-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-145-5p,0.1,0.1,0.1,1.81762,0.1,0.1,0.1,0.1,5.09079,0.1,4.93358,0.1,0.1,2.01126,0.1
hsa-miR-1468-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1468-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1469,0.1,0.1,0.1,0.1,0.1,3.75351,3.38862,3.95438,8.24236,7.12841,0.1,0.1,0.1,0.1,0.1
hsa-miR-146a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-146a-5p,0.1,5.00395,0.1,21.50696,2.92346,2.27135,0.1,5.43772,12.44427,3.40706,14.71201,9.1275,4.91166,13.70735,0.1
hsa-miR-146b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-146b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1470,7.43617,6.8404,3.56286,11.79856,9.64342,10.48475,16.3399,14.97291,11.76963,13.628,9.84812,11.49299,10.35321,8.79872,11.25759
hsa-miR-1471,5.67106,14.81994,0.1,17.68924,13.76925,35.641,43.2086,38.9841,64.6742,33.4571,33.3889,21.0709,23.7557,20.02885,22.9261
hsa-miR-147a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-147b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-148a-3p,0.1,0.1,0.1,2.5845,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-148a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-148b-3p,0.1,0.1,0.1,2.6587,0.1,0.1,0.1,0.1,0.1,0.1,2.14376,0.1,0.1,0.1,0.1
hsa-miR-148b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.43304,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-149-3p,1.651113,1.08391,0.1,1.19421,3.30899,6.80829,7.93749,7.15838,9.75552,6.37124,4.01769,2.92135,1.53858,1.32293,3.86432
hsa-miR-149-5p,5.9337,8.42332,5.31243,8.06219,10.00346,8.95189,8.99756,8.32913,8.95846,8.68197,8.63795,8.18316,7.90754,7.25003,7.57042
hsa-miR-150-3p,33.23661,14.51385,1.464737,27.70507,53.4464,134.2349,146.7591,188.4782,347.8338,168.2838,63.7225,64.1872,56.9077,54.2732,117.2121
hsa-miR-150-5p,5.0767,40.9536,6.42476,86.62311,31.13554,2.47849,8.76102,128.83199,224.4037,16.1958,12.01233,64.60583,40.94775,52.28704,15.59409
hsa-miR-151a-3p,1.80048,8.17102,0.1,21.18731,4.15565,7.73763,0.1,1.84999,0.1,11.73998,36.0485,6.22292,9.48311,21.87631,2.42561
hsa-miR-151a-5p,0.1,21.36,2.12978,38.52042,7.24628,1.86218,0.1,3.26925,3.85458,3.82174,9.59531,11.5318,5.1296,13.44308,3.01146
hsa-miR-151b,0.1,6.98354,0.1,13.129,3.50282,0.1,0.1,0.1,1.88127,2.5068,5.35401,5.04963,0.1,5.8393,0.1
hsa-miR-152-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-152-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-153-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-153-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1537-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1537-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1538,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1539,7.11423,9.40941,6.30646,10.33193,10.85597,11.76587,11.38122,10.50956,10.72781,10.81977,10.76245,8.97399,8.5864,8.51205,8.902
hsa-miR-154-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-154-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-155-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-155-5p,0.1,0.1,0.1,0.1,0.1,4.08398,0.1,7.46668,14.2269,4.51087,0.1,0.1,0.1,0.1,0.1
hsa-miR-1587,29.94248,33.43382,1.87994,59.13425,39.74597,39.57512,58.52881,55.84847,81.88919,78.29388,26.58385,43.56227,36.84496,35.8965,55.43268
hsa-miR-15a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-15a-5p,0.1,1.95633,1.25824,20.45226,3.23046,0.1,0.1,5.43705,17.15659,2.74994,3.38275,4.54255,2.70475,10.51268,2.24533
hsa-miR-15b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-15b-5p,1.3657,111.9006,9.42725,227.4148,48.6501,3.89963,9.52812,30.6759,85.5234,70.8847,66.7529,100.5517,30.49265,66.5445,48.4054
hsa-miR-16-1-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-16-2-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-16-5p,2.3048,78.2626,14.61185,213.3932,73.0553,8.48265,44.17678,82.6507,284.8847,48.049,32.40615,157.902,39.94161,116.5541,93.6521
hsa-miR-17-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-17-5p,0.1,7.90936,1.65941,33.0062,8.00469,2.29477,2.94642,6.84467,15.30389,10.46811,16.86692,15.6455,6.47325,15.51951,5.16123
hsa-miR-181a-2-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-181a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-181a-5p,2.58467,5.35479,0.1,13.49323,5.92933,22.67691,25.3162,15.75094,23.09182,11.4991,32.4994,9.10758,13.11993,14.74223,8.04462
hsa-miR-181b-2-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-181b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-181b-5p,0.1,5.39298,0.1,0.1,4.24722,4.5498,3.87864,7.18808,13.68586,2.65658,5.45778,0.1,2.93032,0.1,0.1
hsa-miR-181c-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-181c-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-181d-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-181d-5p,0.1,5.81111,0.1,0.1,4.00317,4.09383,0.1,0.1,5.71108,0.1,4.35712,0.1,0.1,0.1,0.1
hsa-miR-182-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-182-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1825,22.3521,12.94539,13.6386,18.92584,22.0712,15.45046,15.67699,16.78539,17.34924,22.3451,19.0247,16.09547,23.261,14.61199,19.2921
hsa-miR-1827,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-183-3p,0.1,0.1,0.1,0.1,0.1,7.16899,3.21907,3.04547,2.69086,4.20444,0.1,0.1,0.1,0.1,1.72644
hsa-miR-183-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-184,0.1,0.1,0.1,0.1,0.1,3.57413,4.14647,2.50837,4.21141,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-185-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-185-5p,0.1,2.03441,1.34509,19.01076,4.08505,2.82713,1.77063,2.06181,4.46575,10.10172,12.90462,6.18475,5.69249,14.39054,3.95835
hsa-miR-186-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-186-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.88145,0.1,0.1,2.23538,0.1
hsa-miR-187-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-187-5p,8.20753,7.93763,0.1,7.63269,16.62437,37.65195,29.67286,50.0836,81.2645,42.9622,14.28443,15.32348,10.74961,14.45736,22.05562
hsa-miR-188-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-188-5p,22.4519,22.1137,0.1,45.7226,63.7995,138.8858,146.4335,109.0351,265.545,113.7023,56.5362,49.9122,57.7621,34.3918,61.055
hsa-miR-18a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-18a-5p,0.1,0.1,0.1,2.42236,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-18b-3p,1.90973,0.1,1.30337,1.18242,3.149035,4.748503,3.73199,5.275041,7.4948,5.877772,2.48947,0.1,1.879536,1.26484,2.64798
hsa-miR-18b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1908-3p,29.1171,39.0757,9.98193,42.9885,26.7047,73.0937,108.9317,109.7373,80.9743,117.0408,60.6889,60.7689,59.8323,31.2409,86.2644
hsa-miR-1908-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1909-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1909-5p,0.1,0.1,0.1,0.1,4.51844,5.2388,6.68958,7.8921,5.34852,6.2072,4.39714,4.86757,4.26861,0.1,0.1
hsa-miR-190a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-190a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-190b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-191-3p,10.73794,12.11829,10.36107,13.2841,13.57704,14.78939,13.76812,12.46149,14.36849,16.80495,15.84139,12.32198,12.71557,11.07761,13.41466
hsa-miR-191-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1910-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1910-5p,0.1,0.1,0.1,1.88319,3.98625,5.00988,5.40798,6.65427,9.5812,6.95147,4.33123,0.1,5.57587,0.1,0.1
hsa-miR-1911-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1911-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1912,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1913,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1914-3p,6.59414,9.36175,0.1,17.14594,20.00974,48.4887,36.879,56.5326,103.2058,67.684,25.3558,23.2818,24.7383,18.05859,32.4726
hsa-miR-1914-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1915-3p,228.684,169.7354,19.18308,332.218,372.867,659.699,967.217,1384.93,1701.019,844.884,365.038,434.973,327.139,368.56,586.861
hsa-miR-1915-5p,1.28823,0.1,0.1,0.1,5.09635,12.3441,10.44906,14.25704,21.9563,13.82608,4.43222,0.1,2.2327,2.21096,5.03422
hsa-miR-192-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-192-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.08071,1.80974,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-193a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-193a-5p,0.1,0.1,0.1,0.1,0.1,0.1,1.87077,0.1,0.1,0.1,0.1,0.1,2.95943,0.1,0.1
hsa-miR-193b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-193b-5p,1.96354,5.4261,0.1,11.4159,9.87338,4.828,8.1426,3.9168,5.01099,2.46138,8.54681,5.91059,3.34139,2.98642,5.00356
hsa-miR-194-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.18361,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-194-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-195-3p,0.1,3.35739,0.1,3.33268,4.12493,3.564042,4.201135,3.54652,6.74503,2.197725,2.607716,2.821,2.61159,0.1,0.1
hsa-miR-195-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-196a-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-196a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-196b-3p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-196b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.9091,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-197-3p,7.7067,22.82681,5.36904,32.9126,14.39086,12.55919,11.64119,15.79374,10.53244,18.94517,29.5959,17.34782,17.62629,28.0428,10.92529
hsa-miR-197-5p,75.6981,51.8348,2.93214,109.907,165.0015,203.0182,210.5693,433.026,363.365,260.928,97.4644,144.0859,121.9051,116.3559,207.986
hsa-miR-1972,0.1,1.93905,0.1,3.97255,4.76901,5.9104,7.82681,16.32961,15.60384,6.19772,5.23881,6.47172,5.59966,4.57214,7.7136
hsa-miR-1973,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-1976,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-198,7.16719,16.50326,0.1,15.01409,17.60233,26.85677,25.44618,20.98556,110.7688,35.97037,23.19683,16.95939,14.41083,18.7453,28.05796
hsa-miR-199a-3p,0.1,18.97792,2.38826,70.9721,13.21038,0.1,2.15441,2.85185,8.43779,2.68242,9.37584,21.37453,2.85977,16.88575,2.12508
hsa-miR-199a-5p,0.1,5.56007,0.1,22.85211,4.74002,1.85171,0.1,0.1,2.12199,4.47283,13.05851,7.17134,4.00846,12.0217,0.1
hsa-miR-199b-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
hsa-miR-19a-3p,0.1,0.1,0.1,8.20133,0.1,0.1,0.1,1.8335,8.61573,4.00445,2.63187,0.1,1.88598,9.93479,0.1
hsa-miR-19a-5p,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
