miRNA,BRH.1425633_S15,BRH.1425634_S16,BRH.1386871,BRH.1386872,BRH.1386873,X12190,X12104,X12108,X12176,X12256,BRH.1429984_S9,BRH.1429985_S10,BRH.1429986_S11,BRH.1429987_S12,BRH.1429988_S13,BRH.1429989_S14,X1038.24h_S2,X1052.24h_S3,X1108.24h_S4,X1141.24h_S5z,X1231.24h_S6z,X1242.24h_S7z,X1249.24h_S8z,X964.24h_S1,X10018,X10050,X1013,X1016,X1022,X1025,X1027,X1028,X9911,X9931,X9961,X9993,X999,X1038.48h_S18,X1052.48h_S19,X1141.48h_S20z,X1231.48h_S21z,X1242.48h_S22z,X1249.48h_S23z,X964.48h_S17,X1038.96h_S25,X1052.96h_S26,X1231.96h_S27z,X1242.96h_S28z,X964.96h_S24,X1592652_1,X1592653_2,X1592654_3,X1592655_4,X1592656_5,X1592657_6,Aged_patient.1_S29,Aged_patient.2_S30,Aged_patient.3_S31,Aged_patient.4_S32,Aged_patient.5_S33,Aged_patient.6_S34
hsa-miR-1284,0,0,0,0,0,0,0,0,0,2,1,0,25,9,3,17,14,8,10,22,38,30,13,2,56,111,93,8,121,95,100,44,71,30,50,9,65,12,10,20,28,6,19,7,3,18,0,31,10,0,0,0,0,0,0,6,19,20,0,27,0
hsa-miR-1285-5p,0,0,0,0,0,0,0,0,16,4,0,0,0,0,1,0,7,8,0,5,3,11,2,2,6,6,6,0,19,8,11,4,1,6,12,3,12,3,2,0,0,3,11,4,5,8,0,16,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-1287-5p,3,0,0,0,0,4,0,5,0,7,6,8,12,12,3,7,35,67,9,14,32,52,10,27,92,53,23,0,124,40,110,40,33,14,56,26,88,40,41,22,44,63,24,39,12,33,16,50,8,5,0,0,0,0,0,5,235,56,0,58,33
hsa-miR-1288-5p,0,0,0,0,0,8,0,6,11,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-129-5p,1475,775,45,224,236,2578,7,5222,31638,8054,32,62,107,49,31,109,240,244,3746,3102,601,3020,1313,1340,168,697,555,129,306,317,1371,487,2143,1539,142,194,54,271,302,5466,582,1697,1180,4442,75,79,226,479,2635,170,15,24,29,5,20,11,36,143,0,62,60
hsa-miR-1291,0,6,45,224,236,2578,7,5222,31638,8054,13,8,28,3,10,34,75,59,37,60,52,57,44,27,30,54,100,6,125,12,28,80,88,62,49,45,11,61,259,132,52,38,91,124,36,322,43,47,80,0,1,0,3,0,0,0,4,17,0,33,12
hsa-miR-1292-5p,0,0,0,2,3,77,29,30,51,19,1,7,4,8,5,16,34,99,16,8,34,61,35,17,15,53,45,6,120,25,123,31,52,31,71,6,131,29,9,9,129,46,30,27,42,119,46,100,17,0,0,7,0,0,0,6,126,38,0,90,36
hsa-miR-1293,0,0,0,3,0,8,0,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1295b-3p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,13,0,0,56,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
hsa-miR-1295b-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1296-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,8,13,1,1,1,38,12,3,9,6,8,3,7,4,6,2,5,9,9,7,7,2,0,0,2,10,7,3,0,6,1,7,2,10,1,0,0,0,14,0,0,2,0,6,3
hsa-miR-1298-5p,1430,721,0,0,0,0,0,6,0,18,0,3,8,0,5,2,3,7,4,29,2,14,3,9,0,17,81,6,46,0,11,0,2,1,2,13,2,4,2,21,0,7,0,47,0,1,0,0,37,0,0,0,0,0,2,1,0,0,0,0,1
hsa-miR-1301-5p,0,0,477,2096,4738,9245,1714,13340,25358,119076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1304-5p,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,11,25,7,6,14,25,9,5,42,31,13,8,50,46,81,14,50,8,15,2,31,13,2,7,34,11,55,5,15,35,28,30,2,0,0,0,7,0,0,0,47,10,0,17,7
hsa-miR-1306-5p,0,0,0,0,0,14,0,0,21,15,1,4,2,0,8,2,12,6,9,9,10,20,14,3,45,85,17,9,95,33,56,27,25,11,36,7,10,8,8,0,33,5,12,12,27,27,8,56,9,0,0,6,0,0,0,0,61,0,0,5,0
hsa-miR-130a-5p,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-130b-5p,8,0,0,0,0,0,0,0,0,0,18,3,24,30,19,51,22,3,29,40,59,39,50,13,213,508,244,18,389,216,188,224,402,85,228,92,124,30,72,67,39,31,34,23,4,27,36,48,27,0,0,2,16,4,0,172,128,325,0,153,33
hsa-miR-132-5p,13,0,2,31,12,4,0,77,142,80,2,5,2,20,6,4,10,77,13,20,62,49,31,13,30,39,28,10,72,22,88,20,146,27,50,30,42,19,28,28,77,41,78,58,15,29,14,29,13,46,0,1,0,17,5,2,50,29,0,74,20
hsa-miR-1323,0,0,0,11,7,428,0,710,1411,743,2,0,18,0,2,0,0,0,0,0,0,7,0,3,2,2,14,5,15,3,6,1,0,0,4,1,0,1,0,0,0,2,3,1,0,4,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-133a-5p,0,0,2,0,0,0,0,10,2,0,0,0,2,0,0,0,7,0,0,12,2,8,1,4,65,30,13,2,68,10,42,3,12,1,34,6,1,7,2,5,0,9,0,4,4,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-134-5p,15,12,2,0,0,0,0,0,2,0,79,87,108,183,66,366,553,393,206,148,298,1165,366,445,586,482,277,43,355,102,314,137,248,126,212,65,1104,351,286,422,364,1700,1398,398,195,288,651,314,113,25,0,22,16,0,0,104,1410,1556,2,1560,995
hsa-miR-1343-5p,0,0,0,11,12,17,0,6,181,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-135a-5p,0,0,0,1,6,6,0,2,23,23,1,5,11,0,1,0,0,1,0,7,3,1,0,1,17,8,32,0,11,11,5,5,24,8,4,0,4,0,0,0,0,0,2,0,0,0,0,1,0,9,0,0,5,0,4,0,0,1,0,0,2
hsa-miR-135b-5p,0,0,0,1,6,6,0,2,27,23,0,0,3,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,3,0,0,1,2,8,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-136-5p,8,14,0,0,0,0,0,0,0,0,0,0,0,1,0,0,21,14,5,2,13,19,16,5,17,26,29,4,10,8,18,2,17,4,16,4,23,5,3,20,10,53,30,6,4,1,13,1,3,0,0,0,10,0,5,2,12,36,0,24,4
hsa-miR-138-5p,0,0,0,11,0,12,0,15,215,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,0,4,0,2,0,0,1,1,1,0,0,3,3,7,1,2,2,0,3,0,0,1,74,0,0,0,24,8,0,0,0,0,0,0
hsa-miR-139-5p,7,1,0,0,0,0,0,0,0,0,170,326,666,989,478,1518,651,258,576,504,496,1326,592,879,2866,2471,1344,889,2944,974,1070,907,2127,666,1739,1130,619,618,590,1229,448,979,985,1486,417,870,220,1006,675,207,11,77,111,36,67,149,615,952,0,520,228
hsa-miR-140-5p,0,1,3,28,46,676,0,1067,1325,1030,31,19,82,76,45,130,238,210,110,33,240,1061,461,59,781,2416,1125,65,1316,1055,1284,961,1823,1037,1212,92,1159,84,105,81,441,389,317,119,145,648,202,598,40,32,0,3,4,6,2,82,184,384,0,263,78
hsa-miR-141-5p,0,0,0,29,3,9,0,27,36,69,0,0,0,0,0,0,2,0,1,0,0,0,1,0,5,3,2,0,0,2,2,1,6,0,5,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
hsa-miR-142-5p,114,34,0,0,0,0,0,0,0,0,385,735,1740,977,704,3017,7885,28896,3193,1739,8272,19427,12879,3467,24707,70609,30175,1253,126985,72087,119458,40524,58076,20890,66852,9314,59095,6065,5620,1941,13801,12213,13676,9999,5450,8919,965,23810,2511,68,2,136,198,0,3,2450,13870,6722,1,7647,973
hsa-miR-143-5p,0,0,62,277,215,191,7,25,387,850,0,1,0,0,0,5,8,12,1,1,9,79,3,4,38,25,12,0,27,6,10,14,64,4,24,6,7,16,12,7,12,21,7,5,10,40,7,32,7,4,0,0,1,4,0,1,1,2,1,0,6
hsa-miR-144-5p,0,0,0,0,6,0,0,3,0,58,42,26,119,81,52,334,157,351,118,170,116,289,69,189,770,865,957,24,2073,869,2471,1132,3030,944,471,65,995,43,111,171,182,86,181,170,74,175,14,188,31,0,0,16,9,0,0,98,108,154,0,171,7
hsa-miR-145-5p,0,7,0,0,0,6,0,0,16,27,1,6,0,4,5,13,278,271,29,32,31,1063,175,56,130,150,157,19,263,73,172,73,108,98,340,34,60,128,43,12,42,154,38,117,43,127,77,949,39,46,1,2,16,30,3,4,30,28,1,3,2
hsa-miR-1468-5p,2,0,0,0,0,0,0,9,4,36,5,4,6,0,10,0,8,71,9,18,15,4,1,5,85,81,29,0,133,27,48,18,66,10,30,158,19,12,186,20,12,20,9,12,7,13,10,5,6,0,0,2,0,0,0,10,23,93,0,80,2
hsa-miR-1469,0,0,1,16,8,15,0,50,64,55,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-146a-5p,638,282,0,0,0,0,0,0,0,0,680,812,1405,1750,1042,3037,6724,83260,2721,3702,13513,15288,7490,7364,28910,22450,13540,778,28559,10913,23212,12828,19206,9584,14202,22012,17016,4729,16108,6840,14068,18876,23966,9236,3060,8650,12463,6512,2336,211,3,156,173,2,12,3533,24744,27800,12,12747,6824
hsa-miR-146b-5p,144,84,42,422,480,886,0,1174,1637,3184,343,544,2792,1470,574,5909,3396,4828,2103,1438,4489,6452,3114,2856,6618,9118,5352,878,7909,4644,5582,5060,6454,4055,10762,4936,5979,2578,3335,6038,4720,6784,12342,6422,2584,5703,3915,7558,2684,181,15,58,42,40,3,2200,7908,7461,2,10842,1665
hsa-miR-1470,0,0,44,338,150,286,14,146,611,879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-148a-5p,9,1,0,0,0,0,0,0,0,0,24,42,77,72,26,101,219,2781,126,71,291,1136,1227,96,131,466,331,27,254,262,175,215,260,147,1060,947,330,241,1641,138,392,705,1111,360,98,659,272,1136,132,10,0,4,19,0,5,63,390,354,1,274,284
hsa-miR-148b-5p,0,0,5,0,0,42,0,48,7,117,2,9,25,20,9,22,67,50,22,6,24,100,54,24,88,107,67,2,240,135,274,88,137,68,86,17,127,18,18,26,32,54,38,25,36,49,9,104,4,6,0,0,0,0,0,14,22,34,0,44,10
hsa-miR-149-5p,9,2,0,5,0,0,0,0,0,17,0,0,0,0,6,0,5,3,1,0,1,1,3,2,4,21,11,0,30,5,8,11,36,8,19,21,5,4,8,0,0,0,194,0,3,1,0,1,1,84,2,8,3,0,4,3,0,5,0,0,0
hsa-miR-150-5p,2,0,0,19,0,73,0,51,69,63,37,73,423,249,239,945,564,72,355,168,158,624,653,306,1816,3298,1504,168,2868,2301,1342,849,1327,623,1006,64,518,276,87,442,333,251,195,1036,493,487,126,1812,645,14,0,16,8,0,1,58,245,260,0,221,36
hsa-miR-151a-5p,6,1,6,160,65,0,0,2,19,92,2,4,32,13,23,59,110,106,18,41,160,110,30,32,106,730,230,4,749,394,257,267,416,102,287,208,570,33,52,72,134,116,106,40,39,65,40,94,11,27,1,0,20,0,4,37,90,152,0,100,66
hsa-miR-152-5p,0,0,0,3,0,134,0,182,22,119,0,0,0,0,0,0,3,7,0,0,1,1,0,0,0,2,3,0,3,1,2,0,0,2,3,3,1,0,4,0,3,1,0,0,0,2,1,6,0,0,0,0,0,0,0,0,0,0,0,6,0
hsa-miR-153-5p,0,0,0,3,0,134,0,182,22,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1537-5p,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,3,3,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-154-5p,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,2,0,0,7,11,5,0,3,6,13,0,7,1,7,2,0,4,9,3,11,0,3,0,6,7,10,3,0,0,0,0,2,3,0,0,0,0,0,1,9,0,0,3,0
hsa-miR-155-5p,108,16,0,0,0,0,0,0,0,0,37,110,301,280,172,331,201,118,219,199,211,602,337,140,971,980,440,100,862,517,365,528,901,275,414,65,283,126,173,347,257,269,337,379,165,226,81,394,155,1,14,43,2,0,0,81,156,395,0,178,68
hsa-miR-1587,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-15a-5p,0,0,22,63,60,49,38,34,120,78,2,14,28,6,6,17,72,329,18,40,70,140,78,30,402,378,211,9,680,468,1165,216,424,120,202,187,366,54,100,8,90,98,148,46,44,64,10,152,6,4,0,0,5,0,1,11,81,76,0,34,10
hsa-miR-15b-5p,2,0,0,0,0,0,0,0,0,0,8,34,8,4,12,53,284,3173,56,60,306,448,310,102,733,996,416,42,1676,1409,4235,358,1318,284,544,627,1134,180,172,79,570,380,405,223,228,334,12,666,26,0,1,0,1,0,0,41,578,156,0,282,26
hsa-miR-16-5p,25,5,6,0,9,77,0,30,78,68,61,87,293,143,102,404,4004,16408,1199,425,2794,6979,4268,945,7519,16730,13290,607,38883,24170,57154,14032,22631,10550,12623,3171,24009,1050,913,368,8203,3424,2590,1275,2573,4596,952,7237,297,75,4,3,9,8,14,442,2659,1611,2,1594,141
hsa-miR-17-5p,3,1,6,26,4,244,0,105,202,322,42,72,142,121,36,281,805,1332,308,130,582,1407,923,386,934,2095,1677,57,4263,2052,5884,1722,2520,1624,1298,771,2253,271,448,228,804,565,590,289,522,702,403,1269,94,12,2,10,28,7,6,99,700,590,0,226,62
hsa-miR-181a-5p,263,164,6,26,4,244,0,105,202,322,308,706,1090,1978,692,2502,3107,4666,1820,1906,3538,8151,5054,2679,9938,10000,6334,358,17633,5892,15395,3302,10135,3489,7882,2495,6478,3563,3382,3504,4261,7457,6520,6770,2004,3674,1370,8311,3123,1893,88,250,408,201,184,747,3020,3536,2,3209,2189
hsa-miR-181b-5p,85,50,52,234,379,5625,14,4570,7994,5383,72,151,326,362,169,502,790,1758,378,504,1128,1719,1241,957,2670,2029,1156,68,5653,1267,3081,562,1727,778,2151,872,1028,917,1829,1432,1187,1564,2558,3880,572,917,230,1424,1527,506,11,18,79,40,76,121,697,1041,1,658,488
hsa-miR-181c-5p,0,0,10,42,52,887,4,723,2078,586,0,12,0,8,0,11,9,8,3,0,8,53,22,1,47,73,37,0,82,41,46,20,33,20,80,6,44,13,4,2,9,29,13,17,1,23,2,33,0,7,0,5,0,0,0,2,16,8,0,8,4
hsa-miR-181d-5p,26,6,10,42,52,887,4,723,2078,586,18,9,48,30,18,44,117,101,56,43,126,329,249,43,192,203,121,23,380,115,200,100,173,86,205,16,138,102,90,123,170,253,320,116,66,186,140,334,63,86,1,17,4,10,8,28,174,211,0,128,78
hsa-miR-182-5p,2,1,0,0,0,2,0,2,16,9,113,163,404,526,290,953,3066,2668,838,1007,534,2374,971,1436,821,1681,2664,301,13788,774,9028,2143,3775,2014,2874,662,3682,834,910,1422,631,939,1505,1209,2178,1521,281,3238,441,18,4,49,31,0,0,181,941,322,2,341,102
hsa-miR-1825,0,0,0,8,7,104,34,110,345,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-183-5p,5,0,1,0,0,27,0,16,82,72,61,89,207,236,177,554,1213,1518,405,700,550,818,462,501,893,1176,1957,187,9306,796,6123,1731,2594,1087,1864,221,3208,560,243,885,769,427,961,414,1439,1018,115,2143,142,18,0,13,23,0,6,157,1390,341,0,889,79
hsa-miR-185-5p,23,25,0,0,0,0,0,0,0,0,191,304,427,625,193,946,3409,20808,1256,763,3349,3948,2417,2981,7390,7378,6837,445,52644,13675,29566,9450,6161,7187,15393,7347,14080,6478,3959,2921,8620,3645,4484,3723,4585,16137,3054,8562,1203,116,7,290,329,16,0,413,10822,2589,5,11666,1057
hsa-miR-186-5p,141,58,0,0,0,110,0,44,13,94,91,342,708,777,261,1202,4270,14023,1681,611,5224,7509,5685,1419,11600,15592,12575,577,30380,21483,35638,9497,16252,8893,19792,3993,22395,2424,3243,1099,14650,4303,5132,1855,4220,12711,4235,16218,811,204,3,101,87,37,6,564,7234,4463,7,11575,1651
hsa-miR-187-5p,0,0,3,6,20,441,16,784,955,908,0,1,0,0,0,0,2,0,1,1,1,0,1,0,6,6,4,0,6,0,1,2,3,0,4,0,2,0,1,12,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0
hsa-miR-188-5p,0,0,17,83,214,2004,34,1060,1514,4501,1,2,1,17,0,3,8,30,3,13,5,9,12,2,74,32,28,0,49,5,39,4,20,1,9,8,13,7,15,0,10,3,21,5,0,10,3,10,3,0,0,0,0,0,0,3,0,4,1,0,5
hsa-miR-18a-5p,0,0,0,0,0,0,0,0,0,0,2,2,4,0,2,6,26,47,12,4,20,82,61,17,54,175,142,1,230,169,442,80,236,91,60,11,186,2,10,7,6,29,29,10,13,34,15,56,4,0,0,0,0,0,0,4,36,26,0,0,0
hsa-miR-18b-5p,0,0,0,0,0,0,0,0,0,1,0,0,0,4,2,1,2,9,0,0,0,8,2,0,6,10,10,0,27,17,60,8,28,4,6,0,14,0,0,1,0,0,3,4,0,2,3,4,0,0,0,0,0,0,0,0,4,2,0,0,0
hsa-miR-1908-5p,12,0,0,0,0,5,0,0,0,4,3,19,23,13,10,6,43,213,23,30,98,63,33,21,276,279,51,11,117,82,201,69,78,26,79,30,92,54,292,61,146,151,84,25,82,91,61,75,15,0,0,0,1,0,0,42,445,345,1,270,274
hsa-miR-1909-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,1,0,3,2,4,0,1,0,1,5,5,7,2,0,0,0,0,1,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
hsa-miR-190a-5p,0,0,1,4,9,38,0,54,308,248,1,0,0,6,0,0,4,0,0,0,0,3,0,1,4,3,6,0,29,8,5,3,19,9,11,0,2,0,0,0,3,3,0,0,0,2,6,0,2,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-190b,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,23,1,5,13,38,19,1,62,83,33,2,93,50,40,29,55,40,50,6,39,6,15,0,27,17,45,2,16,28,9,67,0,0,0,0,0,0,0,0,0,15,0,67,7
hsa-miR-191-5p,76,38,0,0,0,0,0,0,0,0,463,814,1627,1942,648,2793,13065,3434,5869,1875,8381,34045,18950,4209,12209,37718,26192,1198,64272,25073,37244,24941,23600,24541,37523,6193,20653,9887,5570,5764,12848,14465,13978,5740,7293,8610,8155,37970,3621,407,29,166,175,56,65,2468,12943,12473,10,8354,4025
hsa-miR-1910-5p,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,0,4,4,2,1,3,1,3,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1911-5p,34,4,4,60,78,288,12,299,844,885,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,8,0,10,4,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1914-5p,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,0,0,0
hsa-miR-1915-5p,0,0,7,57,29,86,0,78,361,1372,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-192-5p,56,19,0,0,0,0,0,0,0,0,654,1513,3140,4620,1372,4510,6194,99094,2348,1199,3752,3888,4305,2090,11736,19926,6202,1069,18188,11488,17976,5712,9218,4668,19447,112898,8431,3064,124884,2158,5186,3323,5422,6152,2446,8714,848,6629,2836,86,18,326,478,26,3,1340,6583,10146,8,16346,2014
hsa-miR-193a-5p,105,121,0,0,0,0,0,0,0,0,153,356,986,1081,376,1046,1675,10384,278,882,1235,1310,1652,334,1743,1616,1360,131,2093,420,2471,448,913,489,1998,2158,349,1587,26310,1600,1485,1311,2766,1342,996,2714,886,1450,1251,0,1,56,70,0,0,60,753,1520,1,867,729
hsa-miR-193b-5p,16,6,7,62,41,267,1,486,446,855,25,19,66,129,19,73,36,1996,11,42,89,27,32,22,204,121,56,15,117,29,56,32,64,11,88,205,11,30,1968,107,39,46,84,63,19,264,16,17,54,0,0,20,7,0,3,18,27,120,0,30,29
hsa-miR-194-5p,14,3,5,109,50,312,6,484,1726,921,35,74,153,187,56,195,1005,59230,268,236,846,524,769,318,2930,6248,1714,205,5160,3629,7762,1048,3511,1215,3578,24053,2703,520,30706,293,1723,810,1400,1103,502,2034,98,1049,699,26,0,28,27,9,0,215,1461,1297,0,1267,163
hsa-miR-195-5p,0,0,7,16,17,58,0,137,216,472,0,0,1,6,4,7,13,87,0,5,13,15,15,7,89,200,91,18,304,41,113,50,128,58,88,154,32,12,43,5,10,4,20,17,4,9,1,5,6,12,0,0,1,0,0,0,3,0,0,0,0
hsa-miR-196a-5p,12,0,7,49,22,263,8,526,472,700,1,0,0,0,0,5,5,5,0,0,6,2,9,3,8,13,8,0,42,12,34,4,15,4,13,1,21,1,1,0,15,0,8,1,0,0,0,2,2,0,1,1,0,0,2,0,1,0,0,0,1
hsa-miR-196b-5p,0,0,0,13,4,0,0,3,0,6,4,3,5,0,2,18,42,91,30,5,74,108,74,15,60,250,110,4,235,276,371,114,157,78,95,9,136,18,16,18,157,64,43,24,29,60,16,116,5,0,1,3,0,0,0,6,13,41,0,14,5
hsa-miR-197-5p,0,0,0,30,4,0,0,3,0,6,0,0,0,0,0,0,0,1,0,0,5,7,4,1,6,7,1,0,1,2,5,2,1,2,11,1,4,2,0,0,7,8,0,1,0,3,4,0,0,0,0,0,0,0,0,0,15,3,0,18,0
hsa-miR-1973,0,0,0,7,0,6,0,7,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-1976,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,1,3,35,0,0,6,14,6,3,32,15,11,0,29,27,39,24,14,5,26,6,13,2,4,0,16,3,26,8,13,5,1,6,0,0,0,0,0,0,0,0,7,28,0,15,6
hsa-miR-198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-199a-5p,20,3,0,0,0,5,0,0,0,0,92,192,129,242,69,424,1810,855,761,356,2844,3334,1100,892,1787,4003,1705,53,1772,1518,2053,1855,2251,1160,1558,260,3480,802,519,855,1906,2869,2179,251,227,1052,991,770,92,47,0,20,9,3,3,753,973,2883,5,818,562
hsa-miR-199b-5p,0,8,3,17,9,27,0,38,25,351,4,3,21,1,4,16,225,130,162,29,156,2445,1145,33,148,403,540,10,273,391,153,253,246,274,856,17,485,97,49,23,330,244,177,66,58,288,172,1721,34,0,0,0,0,0,0,9,25,25,0,35,12
hsa-miR-19a-5p,0,0,3,17,9,27,0,38,25,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-19b-1-5p,0,0,0,17,0,9,0,16,0,109,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-19b-2-5p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hsa-miR-200a-5p,6,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,2,24,1,0,21,4,15,1,0,8,11,0,30,3,4,5,10,4,29,3,1,1,23,15,1,4,99,3,0,8,3,3,0,0,0,0,0,0,0,0,0,3,0,0,0
hsa-miR-200b-5p,0,0,0,0,0,0,0,0,0,0,3,1,4,5,7,3,8,10,8,1,7,1,7,1,55,27,29,1,76,10,21,10,31,3,44,18,8,2,17,0,5,3,80,8,4,8,1,6,3,18,0,0,0,8,0,1,0,9,0,0,0
